mode,year,parent_area,summary_level,geoid,threshold,weighted_average
transit,2021,25,block_group,250010109003,2100,499.820256776034
transit,2021,25,block_group,250010109003,2400,712.566333808844
transit,2021,25,block_group,250010109003,2700,890.018544935806
transit,2021,25,block_group,250010109003,3000,1093.95863052781
transit,2021,25,block_group,250010109003,3300,1362.88873038516
transit,2021,25,block_group,250010109003,3600,1667.39800285306
transit,2021,25,block_group,250010109004,300,17.4274193548387
transit,2021,25,block_group,250010109004,600,19.0806451612903
transit,2021,25,block_group,250010109004,900,28.0456989247311
transit,2021,25,block_group,250010109004,1200,43.4247311827956
transit,2021,25,block_group,250010109004,1500,85.7983870967741
transit,2021,25,block_group,250010109004,1800,119.190860215053
transit,2021,25,block_group,250010109004,2100,151.569892473118
transit,2021,25,block_group,250010109004,2400,222.758064516129
transit,2021,25,block_group,250010109004,2700,334.782258064516
transit,2021,25,block_group,250010109004,3000,415.034946236559
transit,2021,25,block_group,250010109004,3300,596.198924731182
transit,2021,25,block_group,250010109004,3600,1036.73118279569
transit,2021,25,block_group,250010110021,300,15.3042253521126
transit,2021,25,block_group,250010110021,600,79.825352112676
transit,2021,25,block_group,250010110021,900,204.630985915492
transit,2021,25,block_group,250010110021,1200,310.188732394366
transit,2021,25,block_group,250010110021,1500,518.498591549295
transit,2021,25,block_group,250010110021,1800,681.630985915492
transit,2021,25,block_group,250010110021,2100,970.338028169014
transit,2021,25,block_group,250010110021,2400,1225.06197183098
transit,2021,25,block_group,250010110021,2700,1631.95774647887
transit,2021,25,block_group,250010110021,3000,2261.47887323943
transit,2021,25,block_group,250010110021,3300,2884.76056338028
transit,2021,25,block_group,250010110021,3600,3629.46478873239
transit,2021,25,block_group,250010110022,300,12.0568181818181
transit,2021,25,block_group,250010110022,600,69.4727272727272
