mode,year,parent_area,summary_level,geoid,threshold,weighted_average
transit,2021,25,census_tract,25001013200,600,28.7235955056179
transit,2021,25,census_tract,25001013200,900,70.3222471910112
transit,2021,25,census_tract,25001013200,1200,131.73617977528
transit,2021,25,census_tract,25001013200,1500,232.712808988764
transit,2021,25,census_tract,25001013200,1800,367.928539325842
transit,2021,25,census_tract,25001013200,2100,558.567191011236
transit,2021,25,census_tract,25001013200,2400,790.169438202247
transit,2021,25,census_tract,25001013200,2700,1166.07460674157
transit,2021,25,census_tract,25001013200,3000,1673.44719101123
transit,2021,25,census_tract,25001013200,3300,2263.31955056179
transit,2021,25,census_tract,25001013200,3600,2947.41842696629
transit,2021,25,census_tract,25001013300,300,36.4780175859312
transit,2021,25,census_tract,25001013300,600,123.99520383693
transit,2021,25,census_tract,25001013300,900,305.474020783373
transit,2021,25,census_tract,25001013300,1200,640.515587529976
transit,2021,25,census_tract,25001013300,1500,1003.20303756994
transit,2021,25,census_tract,25001013300,1800,1371.57394084732
transit,2021,25,census_tract,25001013300,2100,1626.2006394884
transit,2021,25,census_tract,25001013300,2400,1956.57873701039
transit,2021,25,census_tract,25001013300,2700,2239.8209432454
transit,2021,25,census_tract,25001013300,3000,2488.94724220623
transit,2021,25,census_tract,25001013300,3300,2723.10231814548
transit,2021,25,census_tract,25001013300,3600,3052.58353317346
transit,2021,25,census_tract,25001013400,300,26.8963963963963
transit,2021,25,census_tract,25001013400,600,41.06435006435
transit,2021,25,census_tract,25001013400,900,50.7580437580437
transit,2021,25,census_tract,25001013400,1200,69.9826254826254
transit,2021,25,census_tract,25001013400,1500,117.36036036036
transit,2021,25,census_tract,25001013400,1800,155.629987129987
transit,2021,25,census_tract,25001013400,2100,284.025096525096
transit,2021,25,census_tract,25001013400,2400,458.183397683397
transit,2021,25,census_tract,25001013400,2700,600.277348777348
transit,2021,25,census_tract,25001013400,3000,801.882239382239
transit,2021,25,census_tract,25001013400,3300,1064.72908622908
transit,2021,25,census_tract,25001013400,3600,1297.33333333333
transit,2021,25,census_tract,25001013500,300,4.82860704269242
transit,2021,25,census_tract,25001013500,600,8.9164848862574
transit,2021,25,census_tract,25001013500,900,18.3303209722655
transit,2021,25,census_tract,25001013500,1200,43.0317856029915
transit,2021,25,census_tract,25001013500,1500,81.8837644125895
transit,2021,25,census_tract,25001013500,1800,172.595824244312
transit,2021,25,census_tract,25001013500,2100,281.327827983795
transit,2021,25,census_tract,25001013500,2400,491.172016204425
transit,2021,25,census_tract,25001013500,2700,713.976316609535
transit,2021,25,census_tract,25001013500,3000,1011.88843876597
transit,2021,25,census_tract,25001013500,3300,1475.06699906512
transit,2021,25,census_tract,25001013500,3600,1971.68993455905
transit,2021,25,census_tract,25001013600,300,25.4514170040485
transit,2021,25,census_tract,25001013600,600,39.3340080971659
transit,2021,25,census_tract,25001013600,900,127.45951417004
transit,2021,25,census_tract,25001013600,1200,200.136639676113
transit,2021,25,census_tract,25001013600,1500,295.97334682861
transit,2021,25,census_tract,25001013600,1800,453.085020242915
transit,2021,25,census_tract,25001013600,2100,636.028002699055
transit,2021,25,census_tract,25001013600,2400,839.258097165991
transit,2021,25,census_tract,25001013600,2700,1068.14237516869
transit,2021,25,census_tract,25001013600,3000,1321.08164642375
transit,2021,25,census_tract,25001013600,3300,1613.04858299595
transit,2021,25,census_tract,25001013600,3600,1866.9588394062
transit,2021,25,census_tract,25001013700,300,101.375381485249
transit,2021,25,census_tract,25001013700,600,162.400813835198
transit,2021,25,census_tract,25001013700,900,283.889114954221
transit,2021,25,census_tract,25001013700,1200,426.977619532044
transit,2021,25,census_tract,25001013700,1500,654.992878942014
transit,2021,25,census_tract,25001013700,1800,927.482706002034
transit,2021,25,census_tract,25001013700,2100,1149.55696846388
transit,2021,25,census_tract,25001013700,2400,1463.3499491353
transit,2021,25,census_tract,25001013700,2700,1797.21210579857
transit,2021,25,census_tract,25001013700,3000,2207.02238046795
transit,2021,25,census_tract,25001013700,3300,2764.18870803662
transit,2021,25,census_tract,25001013700,3600,3410.54476093591
transit,2021,25,census_tract,25001013800,300,32.0515815085158
transit,2021,25,census_tract,25001013800,600,70.0311435523114
transit,2021,25,census_tract,25001013800,900,177.664233576642
transit,2021,25,census_tract,25001013800,1200,328.645255474452
transit,2021,25,census_tract,25001013800,1500,457.999513381995
transit,2021,25,census_tract,25001013800,1800,612.851581508515
transit,2021,25,census_tract,25001013800,2100,908.650121654501
